USER_GENDER,MARITAL,PRICE,NO_ITEMS,PUR_VALUE,USER_INCOME,PURCHASE
0,M,20000,1,8116,0,0
1,M,31000,1,9309,29077,0
1,U,23000,0,0,27,0
1,M,15000,1,4104,18198,1
0,U,9000,0,0,0,0
1,M,30000,0,0,21903,0
0,U,15000,0,0,0,1
1,M,11000,1,14122,760,0
1,U,14000,2,7697,422,1
0,M,15000,2,14519,7075,1
0,M,20000,0,0,0,1
0,U,20000,1,4631,813,0
0,U,25000,0,0,0,0
0,U,20000,2,9301,0,1
0,U,12000,2,12193,0,1
0,M,20000,1,17473,0,1
0,U,14000,0,0,11963,0
0,U,31000,1,6953,8669,0
1,U,28000,2,12066,637,1
0,U,11000,0,0,1771,0
1,U,23000,0,0,4618,1
0,U,18000,2,20988,17426,1
1,U,16000,1,8778,37010,0
1,U,25000,0,0,14799,0
1,U,11000,1,5211,4425,0
0,U,13000,1,12563,6223,1
1,M,28000,1,18528,541,0
1,M,19000,0,0,27643,0
0,U,14000,1,14874,12209,0
0,U,15000,0,0,1249,0
1,U,14000,0,0,80,1
1,U,14000,1,11943,319,1
1,U,32000,1,12070,24471,0
1,U,14000,0,0,22310,1
0,U,30000,1,1768,5759,0
1,U,10000,2,11374,936,1
1,U,20000,1,15859,40724,0
1,U,10000,1,1340,3116,0
0,U,25000,0,0,19760,1
1,U,20000,0,0,2925,1
0,U,19000,2,5176,7931,1
1,U,14000,0,0,866,1
0,U,18000,0,0,448,0
0,U,15000,2,27194,1542,1
1,M,24000,0,0,4821,0
0,U,16000,1,5509,16648,0
0,M,15000,1,13927,0,1
1,U,11000,0,0,39278,0
1,U,28000,1,4603,37864,1
1,U,20000,1,19261,1925,0
0,M,11000,1,19835,12368,0
1,U,20000,2,12566,30098,1
0,U,28000,2,27008,8810,1
1,U,10000,2,16052,1009,1
0,U,19000,1,18200,0,1
1,U,16000,1,2730,874,1
0,U,25000,0,0,1740,0
0,U,20000,0,0,564,1
1,M,18000,0,0,14717,1
1,U,9000,0,0,150,0
0,M,9000,0,0,0,0
1,U,23000,0,0,2805,0
0,U,28000,1,12493,0,1
0,U,11000,2,12570,0,1
1,U,31000,1,18546,14393,0
1,U,16000,1,1502,292,0
0,U,11000,0,0,9588,1
0,U,32000,1,18469,1619,0
1,U,9000,1,7291,25,1
0,U,31000,0,0,8589,1
1,U,20000,0,0,1185,0
0,U,14000,2,21981,1873,1
1,M,16000,0,0,18111,0
1,U,10000,0,0,20089,1
0,M,32000,1,2178,0,1
1,U,20000,1,2713,11796,0
1,U,16000,1,1162,272,0
0,M,14000,1,5554,0,0
0,U,16000,0,0,41,0
0,U,20000,0,0,597,0
1,U,13000,1,10727,27535,0
1,M,14000,1,12554,20004,0
1,U,24000,1,5935,533,1
1,U,23000,0,0,32357,0
1,U,11000,0,0,45332,0
0,U,20000,0,0,8249,1
1,U,20000,1,9059,840,1
1,U,15000,2,5973,351,1
1,U,10000,1,2611,338,0
0,U,31000,1,2017,0,0
1,U,20000,1,11810,2003,1
1,U,13000,2,17161,29442,1
0,M,11000,1,19514,15639,0
1,U,11000,0,0,2458,0
0,M,12000,1,17213,14704,0
1,U,9000,0,0,32475,0
1,M,23000,2,12670,11125,1
1,M,11000,1,19355,39238,0
0,U,14000,1,9754,6644,0
1,U,31000,1,12060,44663,0
0,U,10000,0,0,14343,0
1,U,16000,2,19540,43307,1
0,M,30000,1,9206,0,0
1,M,14000,0,0,34933,0
0,M,20000,1,8969,0,0
0,U,20000,0,0,19808,0
0,M,19000,2,19958,5493,1
0,U,25000,0,0,15203,0
1,M,31000,1,9217,2930,0
1,M,12000,1,13292,257,0
0,M,28000,0,0,0,0
0,U,13000,0,0,6927,0
1,M,31000,2,16270,30658,1
1,M,11000,0,0,1820,0
1,U,24000,1,11714,30854,0
1,U,9000,1,3826,296,0
0,U,12000,1,14753,37,0
0,U,25000,0,0,664,0
0,M,15000,0,0,17557,0
1,U,20000,2,14282,12168,1
0,U,24000,0,0,0,1
0,M,16000,0,0,6684,0
1,U,13000,2,22603,1192,1
1,U,23000,1,12434,3531,1
0,U,25000,1,12655,971,0
1,U,15000,0,0,4666,1
1,M,10000,0,0,101,0
1,M,23000,1,8456,766,0
0,U,10000,1,10007,1613,0
1,U,19000,1,3422,27762,0
0,U,13000,1,15301,6977,0
1,U,13000,1,2353,1418,0
0,U,11000,1,14727,11535,0
0,U,12000,1,1732,0,0
0,U,16000,0,0,10817,0
0,M,9000,0,0,0,1
0,U,28000,1,9712,11008,0
1,U,30000,1,7831,16736,0
0,U,10000,1,17979,7188,1
0,M,30000,0,0,0,0
1,U,13000,0,0,16853,0
1,U,25000,1,10409,24313,0
0,U,20000,1,6053,1225,0
1,U,31000,1,7485,13436,0
1,M,10000,0,0,26856,0
1,U,24000,0,0,13656,0
0,U,9000,1,16595,7342,0
0,M,16000,1,15662,0,0
1,U,11000,0,0,1808,0
0,U,11000,0,0,17304,0
0,M,31000,0,0,0,0
1,U,10000,0,0,3478,0
0,U,13000,1,15391,11737,0
0,M,14000,2,23843,0,1
1,U,31000,1,17679,47928,1
0,U,24000,0,0,841,1
1,M,15000,0,0,39074,0
1,U,15000,1,9636,1771,1
0,M,28000,1,5872,0,1
0,U,31000,1,19636,917,0
0,M,12000,0,0,0,0
0,U,31000,1,16944,18379,0
1,M,10000,1,6374,32602,0
1,U,15000,1,8143,3787,0
1,U,10000,0,0,1906,0
1,U,18000,2,20551,30165,1
1,U,20000,1,19021,26863,0
1,U,16000,1,15636,26735,0
0,U,24000,0,0,18362,1
0,U,19000,1,8887,5036,0
1,U,15000,2,11377,27250,1
0,U,12000,1,19858,0,0
0,M,20000,0,0,15680,1
1,U,31000,0,0,662,0
1,M,16000,2,21949,467,1
1,U,20000,1,9409,3611,0
1,U,20000,1,15981,915,0
1,M,24000,0,0,17302,0
0,M,14000,0,0,14421,0
0,U,25000,0,0,0,0
0,U,31000,1,16497,5300,1
0,U,19000,0,0,18904,0
1,U,16000,1,13456,34944,0
1,U,10000,1,15160,15524,0
0,U,31000,1,12361,7566,1
1,U,19000,0,0,48561,0
1,U,14000,1,17870,40353,0
1,U,10000,0,0,3336,1
0,U,12000,1,8464,14782,0
1,M,9000,1,6179,3380,0
0,U,30000,1,11546,1975,0
0,U,24000,0,0,0,0
0,U,11000,1,1304,9430,0
0,U,14000,1,13679,362,1
1,M,16000,0,0,43998,1
1,U,20000,0,0,12581,0
1,U,19000,1,10927,15969,0
0,U,15000,2,14092,215,1
1,U,20000,1,6225,23787,1
1,M,32000,0,0,4694,0
0,M,14000,2,14451,0,1
1,U,12000,1,8322,4428,0
0,M,20000,0,0,0,0
0,U,32000,0,0,0,1
0,U,12000,1,4582,1170,0
0,U,14000,1,1242,650,0
1,M,10000,1,12228,38658,0
0,M,12000,0,0,7390,0
1,U,11000,0,0,35280,1
0,M,16000,1,2951,0,0
1,U,15000,0,0,2014,1
1,U,14000,0,0,2920,0
0,U,16000,1,11550,0,1
0,U,14000,0,0,15414,0
0,M,10000,1,12478,0,0
0,M,12000,0,0,12062,1
0,M,10000,0,0,0,0
1,M,19000,0,0,19675,1
0,M,30000,0,0,0,0
1,U,16000,0,0,10561,1
1,U,10000,1,1893,477,0
0,U,10000,0,0,7795,1
0,M,20000,0,0,0,0
1,U,20000,0,0,49848,1
1,U,15000,1,1130,34939,1
0,U,20000,0,0,14730,1
0,U,14000,0,0,0,0
0,U,25000,1,11185,5711,0
0,U,23000,0,0,1863,0
1,M,18000,0,0,28503,0
1,U,16000,1,6909,27234,1
0,U,20000,0,0,276,0
0,M,28000,1,17614,0,1
1,U,24000,1,1699,27678,0
1,U,24000,0,0,4341,1
1,U,11000,0,0,16233,0
1,U,11000,1,11611,38091,1
1,U,16000,1,18714,232,0
0,U,14000,0,0,766,0
1,U,15000,0,0,46462,0
0,M,13000,0,0,0,0
0,U,16000,0,0,898,0
1,M,15000,0,0,27126,0
1,U,25000,0,0,4283,0
1,U,30000,1,12365,772,0
0,U,11000,0,0,0,0
0,M,32000,0,0,7855,0
0,M,15000,0,0,0,0
1,U,14000,2,6199,1,1
0,U,9000,1,13208,6251,0
0,M,18000,1,3203,8667,1
0,U,14000,1,6508,408,0
0,U,28000,1,9731,1700,1
1,U,11000,1,6769,216,0
1,M,14000,1,7211,49504,0
1,U,18000,0,0,2325,0
0,U,20000,0,0,0,1
1,U,18000,1,17521,15805,0
0,U,25000,1,5416,0,0
0,U,12000,0,0,6385,0
0,U,11000,0,0,16370,1
0,U,16000,1,5301,5798,0
1,U,10000,1,18775,318,0
0,U,16000,1,3841,7631,0
0,U,24000,2,26993,1326,1
0,U,11000,0,0,1427,1
0,U,16000,1,10848,14068,0
0,U,31000,1,7140,0,0
0,U,19000,1,19396,16230,1
0,M,23000,1,5198,5833,0
0,U,18000,1,4458,8912,1
1,U,14000,1,10223,21155,0
1,M,10000,0,0,34532,1
0,U,19000,0,0,13290,1
0,U,32000,0,0,0,0
1,U,31000,0,0,44500,0
1,M,10000,1,18377,17298,0
0,M,14000,1,14068,17073,0
0,M,10000,0,0,17088,0
1,U,14000,2,29937,38999,1
0,U,19000,1,3667,0,0
0,M,23000,0,0,12027,1
1,U,19000,0,0,36041,0
1,U,13000,0,0,23343,0
0,U,11000,0,0,6955,0
1,M,13000,0,0,4178,1
1,M,20000,1,16946,27263,1
0,U,20000,1,4889,0,0
1,M,12000,0,0,3823,0
1,U,16000,0,0,3255,0
1,M,19000,1,10739,19079,0
1,U,11000,1,18697,30523,0
0,M,25000,2,27258,0,1
0,U,15000,1,10872,0,0
0,U,9000,1,9655,19241,0
1,U,15000,1,4001,429,0
0,M,25000,0,0,0,0
0,U,19000,1,2374,7345,1
1,U,20000,0,0,635,0
1,M,13000,2,22245,3828,1
0,M,19000,2,17362,15710,1
1,U,30000,0,0,198,0
0,M,20000,2,28407,0,1
0,M,19000,0,0,12381,0
0,U,18000,0,0,6851,1
0,U,11000,0,0,0,0
1,U,18000,1,4466,3404,0
1,M,10000,0,0,4160,1
0,U,28000,1,11008,8125,0
1,U,28000,0,0,19185,0
0,U,13000,0,0,5955,1
1,U,20000,1,2813,16797,1
1,M,25000,1,3853,2894,0
1,M,28000,0,0,13006,0
0,U,19000,1,11197,8079,0
0,U,18000,1,10669,19112,1
0,M,14000,0,0,0,1
1,U,25000,0,0,453,0
0,M,9000,0,0,0,0
1,U,11000,0,0,37795,1
1,M,14000,1,14815,44850,1
1,M,30000,0,0,25352,0
1,U,12000,0,0,28166,0
1,U,13000,1,11579,18706,0
0,U,20000,1,6970,7157,0
1,U,16000,0,0,32704,0
1,U,31000,1,13301,3256,0
1,U,19000,2,23921,31832,1
0,M,30000,1,15539,0,0
0,U,32000,1,10482,5735,1
0,U,15000,1,7688,0,0
1,U,15000,0,0,1645,0
1,U,15000,0,0,802,1
1,U,16000,1,9764,42883,0
1,U,9000,1,15871,891,0
0,U,12000,0,0,14398,0
1,M,16000,2,10182,22961,1
0,U,24000,0,0,6595,0
0,U,11000,1,10520,5018,1
1,U,20000,0,0,18470,0
0,U,18000,1,15015,1092,0
1,U,14000,1,9628,46089,0
0,M,10000,1,11443,0,0
1,U,9000,0,0,27671,0
1,U,16000,0,0,791,0
0,M,10000,1,1712,8526,0
0,U,10000,0,0,18149,0
0,U,15000,2,15251,0,1
1,U,16000,1,1844,677,0
1,M,15000,1,4942,26921,0
0,U,15000,2,6977,1101,1
1,M,25000,2,28903,12624,1
1,U,10000,0,0,38928,0
1,M,14000,1,6831,1640,0
1,U,16000,0,0,15264,0
1,U,14000,0,0,1038,0
0,U,9000,0,0,6307,0
1,U,18000,1,18901,37999,0
0,U,16000,2,25848,0,1
1,U,15000,0,0,4598,0
1,M,11000,1,16561,4835,0
1,U,20000,0,0,21446,0
0,U,30000,1,1049,8950,0
1,M,28000,1,18056,17212,0
1,U,25000,1,19310,28606,0
1,U,13000,0,0,28856,1
1,M,30000,1,5009,35572,0
1,U,16000,1,15474,3824,0
1,U,18000,2,17206,41379,1
1,U,15000,1,15711,16331,0
1,U,10000,1,4748,69,0
1,U,19000,2,26808,35094,1
1,U,20000,1,11119,19278,1
1,U,20000,0,0,48895,0
1,U,11000,1,2939,35769,0
1,M,15000,1,15047,31157,0
0,U,32000,1,11306,16881,1
1,U,11000,0,0,34310,0
1,U,18000,0,0,1686,0
1,U,10000,1,2464,3392,0
0,M,15000,2,26749,0,1
0,U,28000,2,15239,5077,1
1,U,25000,0,0,13902,0
0,M,14000,2,21521,12182,1
1,U,31000,0,0,15731,0
1,U,20000,1,4240,17144,0
1,U,32000,1,16999,16305,0
1,U,14000,1,9151,747,0
1,M,32000,1,7917,24823,1
0,U,12000,1,17720,0,1
1,M,30000,0,0,27746,0
1,M,19000,1,9434,13163,0
1,U,28000,0,0,1652,0
1,M,9000,0,0,29804,0
1,U,25000,1,3470,535,0
1,U,11000,1,1534,36006,1
0,U,20000,2,29240,1695,1
0,U,15000,0,0,8504,1
0,U,16000,2,13789,459,1
1,U,23000,1,9270,31840,0
0,U,16000,0,0,6417,0
0,U,31000,0,0,0,0
1,M,20000,1,16335,47913,0
0,M,11000,1,4563,12637,0
0,U,28000,0,0,527,1
1,U,23000,0,0,34134,0
0,U,30000,1,14409,14822,1
1,U,24000,1,16435,4891,0
1,U,16000,0,0,511,0
0,U,11000,0,0,14683,0
0,M,32000,1,4402,0,0
0,U,20000,0,0,0,0
0,U,25000,1,17353,0,0
0,U,15000,0,0,16941,1
0,U,14000,0,0,0,0
0,M,32000,0,0,0,1
1,M,9000,0,0,1265,0
0,U,11000,1,15205,1731,0
0,M,11000,1,8499,9307,0
0,U,15000,0,0,5733,0
0,U,20000,0,0,5713,0
0,U,10000,0,0,0,0
1,U,31000,1,1825,926,0
1,U,20000,1,14949,18923,0
0,M,12000,2,6289,17917,1
0,U,12000,0,0,887,0
0,M,32000,1,15305,0,0
0,M,10000,1,15996,0,0
0,U,13000,1,10031,13059,0
0,U,15000,0,0,1897,1
0,U,23000,0,0,5909,0
0,U,18000,0,0,5614,1
0,M,11000,0,0,0,1
0,U,10000,1,3226,861,0
0,U,12000,0,0,0,0
1,U,13000,0,0,11561,0
1,U,28000,1,4090,1586,0
1,U,31000,2,7581,574,1
1,U,10000,0,0,15358,0
1,U,14000,1,13050,18522,1
1,U,28000,1,1190,4122,1
0,U,32000,1,11509,0,0
0,U,16000,1,3216,8395,1
1,U,23000,1,2461,4569,0
1,U,20000,1,13180,12472,0
0,M,16000,1,18471,5882,0
1,U,13000,0,0,24448,1
1,M,13000,0,0,24759,0
1,U,23000,1,3195,37477,0
0,U,16000,2,19214,8395,1
1,U,14000,1,12497,1345,1
0,U,16000,0,0,1240,0
0,M,12000,1,8827,19293,0
0,U,10000,2,11124,718,1
0,M,25000,1,18987,9506,0
0,U,11000,0,0,121,0
0,U,24000,1,16365,854,0
0,M,10000,0,0,10611,0
1,M,10000,0,0,38321,1
0,U,10000,1,14020,15519,0
1,M,16000,0,0,26516,0
0,M,15000,0,0,0,1
0,U,9000,1,1554,16995,1
1,U,18000,1,11675,38154,0
0,U,9000,1,18809,6527,1
1,U,16000,1,5386,4257,0
0,U,14000,0,0,8220,0
1,U,9000,0,0,15160,0
1,M,19000,1,3717,35914,0
1,U,18000,2,16014,4277,1
1,U,23000,0,0,49462,0
0,U,11000,1,13530,6029,0
1,U,25000,1,2273,1709,0
0,M,13000,0,0,8747,0
0,U,13000,1,9134,0,0
0,U,19000,1,12343,573,1
1,M,30000,0,0,2099,1
1,U,24000,0,0,1916,0
0,U,32000,0,0,7274,1
0,M,11000,1,10203,0,0
1,M,23000,0,0,39149,0
1,M,10000,2,17778,837,1
1,U,15000,1,10814,238,1
1,U,10000,0,0,35375,0
0,M,20000,1,6235,11891,0
0,M,16000,1,6076,0,0
1,U,23000,1,3342,811,0
0,U,16000,1,5341,6125,0
1,M,23000,1,14586,1045,0
1,M,10000,1,18185,32572,1
1,U,25000,0,0,11371,0
0,U,23000,0,0,5975,0
1,U,20000,1,19555,1041,0
1,M,14000,0,0,2425,0
1,U,19000,0,0,36762,0
0,U,12000,1,10173,167,0
1,U,24000,2,7927,748,1
0,U,20000,1,4224,1766,0
1,U,11000,0,0,10220,0
0,M,11000,1,8098,0,0
1,U,25000,2,10781,12378,1
1,U,12000,0,0,477,1
1,U,12000,0,0,10359,0
1,U,13000,1,7365,21991,0
0,U,32000,1,7321,0,0
1,U,28000,0,0,18606,0
1,U,28000,1,2934,27885,0
0,U,16000,1,4033,16179,0
1,U,14000,1,19727,19454,0
1,U,14000,0,0,22498,0
0,M,20000,1,13745,0,1
1,U,16000,1,13576,13365,1
0,U,32000,1,13281,0,0
1,U,15000,0,0,41770,1
1,M,19000,0,0,3480,0
1,M,20000,1,4542,38512,0
0,U,20000,1,13397,19226,1
1,U,11000,0,0,1107,0
1,U,10000,1,4227,2471,0
0,U,10000,1,18099,0,0
1,U,31000,1,3110,1282,1
0,U,15000,1,7657,0,0
0,M,18000,1,18395,0,1
1,U,18000,1,2461,915,1
0,U,15000,1,9265,0,0
0,U,20000,1,5878,1671,0
1,U,20000,1,9470,988,0
0,M,30000,0,0,13434,0
0,U,12000,1,3628,17944,0
0,M,10000,2,12480,0,1
1,M,11000,1,3505,42707,0
1,M,16000,1,4895,3948,0
1,M,30000,0,0,16151,0
1,U,14000,0,0,36094,0
0,M,15000,0,0,19930,1
0,M,10000,1,1083,0,0
1,M,32000,0,0,3684,1
1,U,24000,1,14160,865,0
0,U,14000,1,11241,6125,0
1,U,25000,1,12083,1005,0
1,U,31000,0,0,2829,0
1,U,13000,0,0,25042,0
1,U,16000,1,12545,24420,0
1,U,11000,0,0,33451,0
0,U,12000,0,0,5403,0
1,M,12000,0,0,22190,0
1,M,20000,1,15669,19753,0
0,U,10000,0,0,1749,0
0,U,25000,1,19859,0,0
1,U,11000,2,13954,48126,1
1,M,20000,1,12745,821,0
0,U,25000,2,25989,5081,1
1,U,25000,1,19303,4236,1
0,U,31000,2,5133,7765,1
0,U,15000,0,0,10697,1
1,U,20000,0,0,26547,0
1,U,32000,0,0,14021,0
0,U,20000,0,0,591,0
1,U,25000,1,17874,1025,0
1,U,15000,1,6722,16408,0
1,U,16000,2,28790,4845,1
0,U,15000,0,0,5501,0
0,U,14000,1,4926,8935,0
1,U,31000,0,0,210,0
0,U,10000,1,10560,1623,0
0,U,10000,1,19625,15808,0
1,U,14000,0,0,767,0
1,U,15000,2,14565,38130,1
1,U,12000,0,0,39481,1
1,U,31000,2,28419,47276,1
1,M,13000,0,0,13768,0
1,U,14000,0,0,37706,0
0,U,13000,0,0,6273,0
0,U,25000,0,0,12099,1
1,U,16000,1,14892,11562,0
1,U,23000,1,10700,26806,0
0,U,14000,0,0,18829,0
0,U,32000,1,3516,912,0
0,U,24000,1,17874,805,0
1,U,18000,0,0,2810,1
1,U,19000,1,7079,27748,0
1,U,20000,1,9793,2015,0
0,U,24000,2,6732,6960,1
0,U,15000,0,0,0,0
0,U,31000,1,4395,6845,0
1,U,9000,2,24416,24677,1
0,U,10000,0,0,6239,0
0,U,11000,1,15945,17102,1
0,U,18000,0,0,1971,0
1,U,16000,1,9050,468,0
0,M,16000,0,0,0,0
0,U,9000,1,6395,1566,0
1,M,14000,0,0,28665,1
0,U,24000,1,8704,19440,1
0,U,10000,0,0,7050,0
0,U,10000,1,8657,1656,1
0,U,10000,0,0,250,1
0,M,25000,1,6078,0,1
1,U,32000,1,14984,14129,0
1,U,19000,0,0,537,1
0,M,30000,0,0,0,1
0,U,9000,0,0,0,0
1,M,10000,0,0,4334,0
0,M,24000,1,6400,0,0
1,U,16000,0,0,1964,0
0,M,19000,0,0,17588,0
0,U,10000,1,11923,5845,0
0,U,10000,0,0,0,0
0,U,20000,1,13750,7606,0
1,U,20000,1,14135,619,1
0,M,20000,1,10625,8414,0
1,U,12000,0,0,4654,0
0,U,20000,0,0,0,0
0,U,32000,1,11908,1507,1
0,U,16000,0,0,0,0
1,U,16000,1,11553,36859,0
1,U,20000,1,1942,4715,0
0,M,16000,1,9305,13453,1
1,U,16000,1,19338,220,0
1,U,20000,0,0,20362,0
1,M,14000,0,0,15004,0
0,U,15000,1,1987,1789,0
1,M,14000,1,12814,3872,0
0,U,14000,1,17992,10537,0
1,U,14000,1,2805,3488,0
0,M,19000,0,0,0,0
1,U,10000,0,0,4330,0
0,U,10000,1,15372,11063,0
1,U,15000,0,0,278,1
0,U,15000,0,0,8980,0
0,M,14000,0,0,7226,0
0,U,25000,0,0,5448,0
0,M,20000,1,4119,0,0
1,M,16000,1,15971,23172,0
0,U,10000,2,27154,7505,1
0,U,11000,1,13981,0,0
0,U,14000,1,13117,0,0
1,U,14000,0,0,2188,1
0,U,10000,0,0,6428,0
0,M,18000,0,0,19608,0
0,U,23000,0,0,0,0
1,U,14000,1,3877,17388,1
1,U,24000,0,0,11263,0
1,M,11000,1,16947,26619,0
1,U,10000,1,5118,18232,0
1,U,12000,0,0,4082,0
0,U,14000,1,17964,6773,1
1,M,31000,1,1762,19409,0
0,U,18000,1,10921,15087,1
0,U,9000,0,0,0,0
0,U,30000,1,18413,7533,0
0,U,14000,0,0,5573,0
0,U,14000,1,12975,5744,0
1,U,30000,0,0,55,0
0,U,13000,0,0,14367,0
0,U,15000,1,9867,586,0
1,U,24000,0,0,21844,0
1,U,10000,1,4816,36704,0
0,U,15000,0,0,7303,0
0,U,18000,0,0,10613,1
1,U,28000,1,15847,37284,0
1,M,28000,1,9309,269,0
1,M,15000,1,10699,32121,0
1,U,20000,1,2961,20161,1
0,U,16000,0,0,15330,1
1,M,11000,1,15593,3945,1
0,U,13000,0,0,8616,0
0,U,20000,0,0,7435,0
0,U,14000,0,0,1129,0
1,M,30000,1,4214,4735,1
0,U,16000,1,3396,1152,0
0,U,12000,1,3971,5445,0
0,U,9000,1,16717,12712,0
1,U,10000,2,23984,934,1
0,U,11000,0,0,9123,0
1,U,16000,0,0,33811,0
1,U,10000,1,15654,36578,0
0,U,18000,0,0,1181,0
1,U,16000,0,0,3323,0
0,M,31000,0,0,0,0
1,M,11000,1,4734,36032,0
1,M,30000,1,1173,1322,0
1,U,30000,0,0,2985,0
0,U,10000,1,18106,774,0
1,M,13000,1,19650,20270,0
0,M,15000,1,3661,0,0
1,U,28000,1,8062,35616,0
1,U,32000,0,0,1978,0
0,M,28000,0,0,0,0
0,U,30000,1,13893,1678,0
0,U,30000,0,0,7161,0
1,U,20000,0,0,13209,0
1,M,25000,0,0,17072,0
0,U,23000,1,17245,0,0
0,U,10000,0,0,6831,1
0,U,11000,0,0,900,1
1,U,23000,0,0,321,0
1,M,20000,0,0,23458,1
0,M,10000,1,17415,6913,1
0,M,19000,0,0,0,0
1,U,25000,0,0,15328,0
1,M,20000,0,0,30547,1
1,M,24000,2,27254,4945,1
1,U,20000,1,5456,7,1
0,U,16000,1,5208,5335,0
0,U,14000,0,0,7142,0
0,U,23000,0,0,1087,0
1,U,19000,0,0,2152,1
0,U,11000,0,0,11967,0
1,U,31000,1,5546,1128,0
0,M,24000,1,14150,5824,0
0,M,32000,1,15888,11466,0
1,U,20000,1,9341,36178,0
0,M,30000,1,1689,0,0
1,U,15000,1,11469,3734,1
1,U,24000,1,2586,37053,0
1,U,11000,1,19768,22500,0
1,U,14000,0,0,10288,1
1,U,14000,1,5754,22164,0
0,U,14000,1,10573,6593,1
1,M,16000,1,5552,39089,0
0,U,10000,0,0,284,0
0,U,28000,0,0,0,1
1,U,9000,1,10486,34122,0
0,U,14000,1,16233,0,0
0,U,15000,1,14920,8845,0
1,U,18000,0,0,3781,0
1,M,18000,1,8570,35971,0
1,U,14000,1,18067,3959,0
1,U,16000,1,19730,1701,0
1,U,24000,0,0,4721,0
1,M,31000,0,0,1501,1
0,M,20000,0,0,0,1
0,U,32000,0,0,11302,0
1,U,28000,1,8105,26907,0
0,U,23000,0,0,5297,0
0,U,25000,1,8767,5636,0
0,U,14000,1,3139,14999,0
0,M,20000,1,14934,0,0
0,U,9000,0,0,527,0
0,U,14000,0,0,5026,1
1,M,24000,1,17232,38241,0
0,U,24000,0,0,1168,0
1,M,11000,1,6780,31419,0
0,U,16000,0,0,5724,0
0,U,14000,2,5813,0,1
1,U,20000,0,0,40886,0
1,M,13000,0,0,26078,0
0,U,20000,0,0,7776,0
0,U,19000,0,0,1239,0
0,U,9000,2,13281,6185,1
1,M,10000,0,0,4685,0
1,M,14000,1,11948,4630,0
1,U,13000,1,19285,762,1
0,U,19000,0,0,14318,0
0,U,20000,1,10750,7322,1
0,U,11000,0,0,5941,0
0,U,30000,1,13051,14538,0
0,U,10000,1,6524,5798,1
0,M,13000,0,0,0,0
0,M,15000,1,10553,10003,0
1,M,9000,0,0,43931,0
1,U,32000,1,16129,109,0
1,U,13000,2,8673,15533,1
1,U,28000,0,0,12728,1
0,U,14000,0,0,6654,0
0,U,15000,1,12970,785,0
0,M,11000,0,0,0,0
0,U,25000,0,0,943,1
0,M,16000,1,1186,0,0
1,U,18000,0,0,13353,1
1,U,31000,1,5720,3481,0
0,M,11000,0,0,9979,0
1,U,15000,1,15674,48733,1
1,U,10000,1,19673,47587,0
1,U,10000,1,9191,861,0
1,U,12000,1,17097,35144,0
1,U,24000,1,17302,938,0
0,U,24000,0,0,6852,1
0,M,12000,0,0,0,0
0,U,31000,2,29209,0,1
0,U,10000,1,4220,629,0
1,U,11000,1,18955,24047,0
1,U,15000,1,2527,916,1
1,U,14000,0,0,47401,1
0,U,16000,1,3227,590,1
0,U,32000,1,14488,9558,1
1,U,30000,2,24545,21319,1
0,M,15000,1,5749,0,0
0,M,14000,0,0,0,0
0,U,16000,0,0,0,1
0,M,23000,0,0,0,1
0,U,9000,1,11452,6397,0
1,M,11000,0,0,255,0
1,U,28000,1,7358,3671,0
1,M,20000,1,2615,10383,1
0,U,32000,1,14174,6103,0
0,U,25000,1,9979,6502,0
0,U,9000,0,0,1489,0
1,U,10000,1,8517,23412,1
1,M,18000,1,17100,33746,0
1,U,25000,0,0,2738,1
1,U,24000,0,0,48408,0
1,M,18000,1,17552,14246,1
0,U,12000,0,0,801,0
0,M,20000,1,13492,0,0
1,U,10000,1,5206,2748,0
0,U,11000,0,0,0,1
0,M,20000,2,23971,0,1
0,U,28000,1,19053,13524,0
1,M,11000,1,4567,2847,0
1,M,30000,0,0,12262,0
1,U,13000,1,19124,28333,1
0,U,25000,1,1534,5398,1
0,M,11000,1,11607,15656,1
1,U,32000,0,0,48197,0
0,U,15000,2,10489,7767,1
1,U,15000,0,0,1861,0
1,U,31000,1,12254,2607,0
0,U,20000,0,0,14349,0
1,U,15000,1,11564,33956,0
1,U,20000,2,28340,22947,1
0,U,18000,0,0,14503,1
0,U,31000,1,9195,5705,0
1,M,10000,1,18118,38018,0
1,U,19000,1,12841,45673,0
0,U,16000,0,0,8850,0
0,U,24000,0,0,1147,1
1,M,18000,0,0,2000,0
0,U,10000,0,0,0,0
1,U,10000,2,15732,1236,1
0,U,30000,1,19772,0,0
1,M,16000,0,0,18785,0
0,U,16000,0,0,170,1
1,U,28000,0,0,1086,0
0,U,11000,1,3231,18011,0
1,U,9000,0,0,47631,0
1,U,13000,0,0,4738,0
1,U,25000,1,1922,20443,0
1,U,10000,1,14363,32489,0
1,U,25000,1,16087,13575,0
0,M,13000,1,15464,0,0
0,U,10000,2,20886,0,1
0,U,25000,0,0,7983,0
0,M,10000,1,6465,0,0
0,U,25000,1,4189,1591,0
1,U,31000,1,19968,33687,0
1,U,18000,1,1205,3973,1
0,U,32000,0,0,5277,0
1,M,30000,1,17763,31819,1
1,U,14000,0,0,14117,1
0,M,25000,1,7206,0,0
0,U,28000,1,1317,7730,0
0,U,23000,1,8133,6146,0
1,U,9000,0,0,2256,0
0,U,9000,0,0,7116,0
